event_id,customer_id,cell_tower_id,region,network_type,device_type,event_type,event_timestamp,signal_strength,latency_ms,dropped_call,data_usage_mb
486b78fc-3243-488d-81e9-a93be05151cd,825024,TOWER_40,Chicago,5G,Motorola,SMS,2026-06-08 02:46:44,-70,430,0,11.54
fe52e7f8-43f7-4fd9-bf33-efb892aaa549,549282,TOWER_183,New York,5G,iPhone,SMS,2026-06-04 22:34:44,-99,79,1,428.72
c32e881a-0230-46ba-a698-5a35a3796807,148074,TOWER_388,Houston,5G,Pixel,SMS,2026-06-08 14:47:44,-70,163,0,128.88
2220347b-f2a8-4eba-b5bc-55e915857f2c,751831,TOWER_343,Chicago,4G,Pixel,CALL,2026-06-05 10:41:44,-48,186,0,398.43
227bc9ce-5ae1-4808-8f08-72adac683057,751671,TOWER_21,Houston,LTE,Pixel,SMS,2026-06-06 17:27:44,-55,177,0,51.08
4989b38f-6b99-449f-bd75-d3cff351df8d,791871,TOWER_128,New York,4G,Samsung,DATA,2026-06-07 02:56:44,-110,239,0,234.18
f20195ce-b0da-480c-b8b6-5d999cf994b9,170438,TOWER_285,Houston,5G,Samsung,CALL,2026-06-04 05:00:44,-48,16,0,33.63
098ade0c-ccc9-400b-ab5c-9f95eecf437e,850420,TOWER_264,Dallas,LTE,Samsung,SMS,2026-06-06 13:12:44,-88,217,0,123.63
ecbd54e8-ceb9-4c35-af6c-42a92cf4c9bf,576716,TOWER_55,Houston,5G,Samsung,SMS,2026-06-07 00:37:44,-89,434,0,82.7
0cca2569-c790-4fc0-81f0-111a6f0bd2d1,807435,TOWER_164,Chicago,4G,Motorola,DATA,2026-06-08 16:44:44,-100,56,1,420.99
8513a067-ca65-4468-9eb8-c8cda4b1a2f8,505875,TOWER_174,Houston,4G,Pixel,DATA,2026-06-06 08:47:44,-46,230,0,387.43
2f152739-2f86-455d-aad5-8b2debcf2b2e,137303,TOWER_205,Dallas,LTE,Pixel,DATA,2026-06-09 18:38:44,-127,244,0,257.34
60e6fb09-c0b5-4f69-876e-fbdc1cebcfc4,770290,TOWER_356,Houston,5G,Pixel,DATA,2026-06-06 13:41:44,-89,302,0,257.72
66984f83-3343-4b3f-8c14-e7ef3f0ab942,192519,TOWER_153,Atlanta,5G,Motorola,CALL,2026-06-04 08:19:44,-57,330,1,33.53
51d49c4e-f45f-4ffd-9937-3b4c818d45b7,219857,TOWER_407,Dallas,LTE,Samsung,CALL,2026-06-05 03:45:44,-105,199,0,0.37
0174b855-2052-41e6-ba42-489a5d7356d0,686320,TOWER_467,Houston,4G,Pixel,DATA,2026-06-05 01:03:44,-128,418,1,216.01
f8236a78-9b99-48fb-a4cc-c10379608798,133764,TOWER_206,Dallas,4G,Samsung,CALL,2026-06-08 00:21:44,-96,376,0,2.96
82c47daa-e4f6-4f01-92a1-4d7d8fc23658,244986,TOWER_206,Chicago,LTE,Motorola,SMS,2026-06-03 11:45:44,-111,476,1,320.02
3259cde5-dd0e-416f-aa26-ab30c0f6359d,670183,TOWER_23,Atlanta,LTE,Samsung,SMS,2026-06-09 05:02:44,-81,414,0,18.71
f44728c1-0ae1-442e-b962-45f06cfaa09a,333894,TOWER_201,New York,5G,Samsung,SMS,2026-06-07 10:14:44,-77,234,0,187.47
d041358c-b8ea-45c4-adbe-a8f7da24d757,687762,TOWER_253,Atlanta,4G,Samsung,CALL,2026-06-03 20:55:44,-54,222,1,174.18
7f3211e0-e519-45b7-8815-99e422fe3f80,321506,TOWER_187,Dallas,5G,Samsung,CALL,2026-06-07 08:10:44,-89,156,0,194.5
72e399d9-d4d9-4109-8621-a874ffad2e64,619052,TOWER_91,Atlanta,4G,Pixel,DATA,2026-06-08 17:41:44,-78,233,0,445.74
66f55d7f-d93c-41c6-9c2f-346b3e0c914e,854832,TOWER_423,Dallas,5G,Motorola,CALL,2026-06-03 21:54:44,-103,143,0,114.67
f4c1e7e6-6dec-4593-8101-f10d0816c837,181510,TOWER_498,Dallas,4G,Pixel,DATA,2026-06-04 19:42:44,-93,426,1,206.58
7b2998fe-35f3-4d6f-b5b1-26bd7df2e681,245040,TOWER_241,Chicago,4G,Motorola,CALL,2026-06-08 12:10:44,-76,195,0,81.86
4e2dc6b4-e951-48b0-9aa1-b290f7c7d71d,160843,TOWER_207,Austin,LTE,Samsung,DATA,2026-06-09 08:36:44,-96,444,0,272.61
ed29cb16-be89-424b-bd3b-b84eade63afc,784639,TOWER_434,Dallas,LTE,iPhone,SMS,2026-06-04 07:50:44,-130,146,0,43.65
af18da6b-9b5c-40b2-8ab3-2081820585f8,538440,TOWER_302,Dallas,LTE,iPhone,SMS,2026-06-03 22:42:44,-120,448,1,231.93
3606357d-1205-4613-8b4d-c4e2fdca7ee9,462514,TOWER_147,New York,5G,iPhone,CALL,2026-06-07 22:14:44,-63,141,0,22.11
ef63e395-6091-4d12-9467-4e6007b15579,428365,TOWER_254,Atlanta,LTE,Motorola,DATA,2026-06-06 04:46:44,-126,359,0,46.63
78b958d7-c525-48ba-8854-d600bd5e3afc,179479,TOWER_141,Chicago,5G,Motorola,DATA,2026-06-07 19:17:44,-44,166,0,433.77
1a1ff04e-87a2-4228-bcc0-d9c5bd7f05c3,158284,TOWER_106,Chicago,4G,iPhone,DATA,2026-06-08 10:55:44,-47,471,0,432.46
c6c2fa62-de76-4a27-a0e6-9199a6b0221e,802458,TOWER_54,Houston,LTE,Pixel,CALL,2026-06-07 06:31:44,-98,99,0,61.07
2bb34276-63ec-4756-93d4-d735086cfc6c,304061,TOWER_120,Dallas,LTE,Samsung,DATA,2026-06-08 19:30:44,-72,378,1,464.26
d4a0f3bb-6228-4914-b987-e00cc51d94f4,600687,TOWER_209,New York,4G,iPhone,CALL,2026-06-06 02:51:44,-88,425,0,392.43
fa932f01-ce51-4434-bcc8-3867ac6f22cd,580414,TOWER_486,Dallas,5G,iPhone,DATA,2026-06-03 13:27:44,-58,14,0,363.9
f1df6e5e-a7f3-45cb-acf4-02e5f6c19a71,514055,TOWER_310,Houston,4G,Motorola,DATA,2026-06-09 11:23:44,-45,221,0,105.43
decc5a70-eaf9-497c-815d-3df19add09d1,368782,TOWER_334,Houston,LTE,iPhone,CALL,2026-06-07 22:51:44,-96,214,1,19.73
a8bdf728-e174-4456-8a1f-83c21f23df8f,187487,TOWER_159,Chicago,LTE,Motorola,DATA,2026-06-07 19:40:44,-97,339,0,196.71
4fb012eb-3eb7-4580-8666-1c2e1273c63f,453249,TOWER_74,Dallas,5G,Samsung,DATA,2026-06-07 17:42:44,-99,405,0,139.25
c38713f3-eac4-4e66-9ebe-c10f397c7adb,512795,TOWER_93,New York,LTE,Samsung,CALL,2026-06-09 08:20:44,-89,473,0,489.61
2aa086f9-d65d-499e-b919-5c455c921026,820653,TOWER_167,Chicago,LTE,iPhone,DATA,2026-06-05 01:24:44,-77,312,0,383.01
3bf7d3d8-7f11-4829-86b2-1d6576b34059,111013,TOWER_219,Atlanta,LTE,Motorola,CALL,2026-06-03 21:27:44,-127,279,0,196.03
dbfa16e7-16ea-437d-9167-bc80eb5b762e,525703,TOWER_262,Houston,LTE,Pixel,SMS,2026-06-04 14:09:44,-54,359,0,453.17
2185cbd4-0b58-44be-979b-c07ef0743031,735773,TOWER_467,Atlanta,5G,iPhone,SMS,2026-06-09 01:57:44,-54,106,0,80.53
43578a57-218e-4121-8935-f8829b8a5844,363894,TOWER_292,Atlanta,LTE,Motorola,DATA,2026-06-09 16:07:44,-109,97,1,496.71
c9f1abee-c0b2-4ad4-9f90-cace83c509a6,111537,TOWER_172,Chicago,4G,Motorola,SMS,2026-06-06 04:56:44,-93,109,1,189.59
aa600f49-e5e7-4299-ac21-d8bb1b0633dd,573921,TOWER_382,Houston,4G,Pixel,SMS,2026-06-03 15:18:44,-112,78,0,144.1
0f439a50-f313-4215-b13e-ef3cd01282b5,509382,TOWER_196,Dallas,4G,Motorola,DATA,2026-06-06 10:28:44,-75,430,0,100.57
dc1169e7-5aec-47bd-8316-9afe9a504888,745852,TOWER_463,New York,LTE,Motorola,SMS,2026-06-06 08:08:44,-48,266,1,158.81
1002bfa0-247b-403d-9f4d-d5f42b370095,770203,TOWER_402,Atlanta,5G,Motorola,CALL,2026-06-08 00:04:44,-89,16,1,327.34
dd9ca6a3-c69f-491b-afde-a9b4775c9707,410408,TOWER_499,Atlanta,4G,Samsung,DATA,2026-06-08 15:21:44,-88,248,0,300.96
59e2f9fb-9bfb-49cd-ad54-d4d34051aa21,304443,TOWER_469,Atlanta,5G,Motorola,CALL,2026-06-08 20:38:44,-54,229,0,41.02
860cf8f1-dcc1-4a41-b50f-e0d798ce2480,644403,TOWER_328,Dallas,5G,iPhone,CALL,2026-06-09 13:19:44,-78,338,0,379.42
4b93d6c3-6a88-44b8-9f15-ffff3d57b859,428204,TOWER_281,Austin,LTE,iPhone,DATA,2026-06-08 10:32:44,-121,358,0,283.83
bf4e8e13-9507-4d20-90f4-bf2867e1597d,242421,TOWER_286,Chicago,LTE,Motorola,CALL,2026-06-09 01:13:44,-98,71,1,285.93
d5ce754a-94d5-4133-b475-a44d6ff46453,917996,TOWER_419,Atlanta,5G,iPhone,SMS,2026-06-04 05:19:44,-49,411,0,319.88
0442a33e-ce20-4255-a892-c4386c064df8,158001,TOWER_439,New York,LTE,Pixel,CALL,2026-06-04 18:26:44,-112,269,0,495.66
fa06ceaa-ff37-4406-9fed-de2933898eca,188366,TOWER_350,Austin,4G,Pixel,DATA,2026-06-03 01:13:44,-98,65,0,116.76
cf5961a6-94a8-4bee-837b-6a7d88d6defb,559632,TOWER_157,Chicago,4G,Pixel,SMS,2026-06-07 06:18:44,-108,352,1,110.93
d01bda62-ee88-45ed-9ff5-7faaf3c7397e,595652,TOWER_381,Dallas,4G,Pixel,CALL,2026-06-08 10:40:44,-50,204,0,107.49
5a0d6427-4289-47bd-9a7a-08a15895bfbb,959544,TOWER_390,Dallas,LTE,Motorola,CALL,2026-06-03 08:29:44,-55,473,1,107.46
6ccb3107-da73-4947-bcf9-050d54392645,280217,TOWER_245,Atlanta,4G,Motorola,CALL,2026-06-08 13:23:44,-84,184,1,200.93
c4e3beb4-964c-4c37-8881-a8b07f27a043,607123,TOWER_32,New York,4G,iPhone,DATA,2026-06-09 04:11:44,-85,241,1,233.3
cd094c73-647b-4c70-b1ee-fd01b40aff5b,228146,TOWER_66,Houston,LTE,Motorola,CALL,2026-06-04 07:44:44,-82,368,0,282.83
83df23b5-315b-4660-a21a-1baf3a08777c,896797,TOWER_493,Houston,5G,Motorola,DATA,2026-06-04 19:32:44,-105,91,0,279.49
1f0c8954-1fc2-4c1a-9e29-ed3efa0cbe04,822792,TOWER_88,Houston,5G,Motorola,DATA,2026-06-09 06:26:44,-67,389,0,200.92
68d30eed-2ecb-44bf-84a0-814183e35fd5,499062,TOWER_155,New York,LTE,iPhone,CALL,2026-06-04 18:41:44,-73,156,0,374.29
b136282b-001e-4d93-80cc-b145fc5e9d9b,475960,TOWER_357,Dallas,4G,Samsung,CALL,2026-06-04 05:31:44,-97,359,0,21.31
6a97a1be-94d4-4d7a-ae10-1907a5193fa8,821807,TOWER_172,Atlanta,LTE,Motorola,SMS,2026-06-09 18:40:44,-78,258,0,475.28
42ae1854-0426-4e90-9b66-289296344f62,903107,TOWER_19,Dallas,4G,Motorola,SMS,2026-06-03 19:11:44,-58,475,0,366.38
3310c2b6-c31b-4ca2-8145-5f73e7a5101b,764284,TOWER_307,Chicago,4G,Pixel,DATA,2026-06-04 11:35:44,-79,169,0,67.12
bab85f6e-7cd9-4da5-a989-ce8076b2ad5e,866167,TOWER_353,Chicago,LTE,Motorola,SMS,2026-06-07 12:20:44,-94,252,0,214.1
164cb216-c6ff-453e-8b2e-ee9ed2f13b61,317990,TOWER_290,Dallas,LTE,iPhone,DATA,2026-06-05 10:25:44,-128,257,0,247.54
fd5b8b5c-ff9f-418e-bd17-44ba7d3b582a,982033,TOWER_250,Houston,4G,Samsung,SMS,2026-06-04 13:17:44,-103,151,0,464.18
9b0ed76d-2c8c-482e-8bff-9411c551fec5,317404,TOWER_434,New York,5G,Pixel,CALL,2026-06-08 17:45:44,-100,95,0,291.91
a50031f6-f3d0-4c50-a9d9-6293e342ed2b,628521,TOWER_302,Austin,4G,Samsung,SMS,2026-06-06 07:43:44,-103,414,1,86.14
f513718b-ad4a-4cc7-987c-9453c014c89f,937568,TOWER_87,Dallas,5G,iPhone,CALL,2026-06-05 04:02:44,-59,347,1,383.57
5a61a817-6a31-40f7-be20-9592de92608c,681925,TOWER_492,Atlanta,5G,iPhone,DATA,2026-06-06 18:36:44,-42,181,1,325.88
534d28bf-7259-49b2-9b5d-9a1ffb392db7,454495,TOWER_398,Houston,5G,Samsung,CALL,2026-06-05 10:41:44,-125,164,0,126.52
08e85fcf-d5e4-4dcd-a926-fa1a61488eb7,519297,TOWER_369,Chicago,5G,Samsung,SMS,2026-06-07 22:04:44,-52,28,0,411.86
55a070e6-68af-4cbd-af4a-519ce3f1ab7c,363025,TOWER_284,Austin,4G,iPhone,SMS,2026-06-04 10:32:44,-121,273,0,440.15
6f1f9852-a982-45e4-9ca6-313b70d64e7d,925487,TOWER_334,Atlanta,5G,Pixel,DATA,2026-06-07 12:16:44,-105,357,1,130.42
84d4f279-f7a0-4562-92e0-7604f5f5bc1b,581626,TOWER_345,Dallas,4G,Pixel,CALL,2026-06-03 02:40:44,-53,112,0,238.23
63c80179-3d36-4bc0-a97f-b63506e590de,709562,TOWER_160,Houston,LTE,Motorola,DATA,2026-06-05 22:32:44,-110,219,0,176.39
474adcd0-6a55-4418-b235-f39ab240c08f,176989,TOWER_470,Austin,5G,Pixel,SMS,2026-06-07 16:37:44,-72,403,0,92.22
3fd03ff1-c3aa-4df8-9922-0c8cb38619ab,664374,TOWER_76,Atlanta,5G,Motorola,SMS,2026-06-09 16:41:44,-89,175,0,457.42
ab876744-794a-4bd8-9bf1-f3663804dc2b,176203,TOWER_241,Houston,5G,Samsung,CALL,2026-06-09 14:26:44,-65,257,0,260.52
97a69cb3-0d3d-425f-93ac-a1530cfe91d8,584820,TOWER_191,Houston,4G,Motorola,CALL,2026-06-08 08:34:44,-99,441,1,235.96
54611e8f-8e2b-455a-b5f5-b92038dd4f25,885038,TOWER_380,New York,LTE,Samsung,SMS,2026-06-03 21:09:44,-73,455,0,269.4
adea6e0c-7408-4e70-a077-36b5809c4753,698387,TOWER_338,Austin,5G,iPhone,SMS,2026-06-05 10:36:44,-63,67,0,256.75
45230070-8933-4255-929b-6825038489cc,790548,TOWER_64,New York,LTE,Samsung,SMS,2026-06-03 15:10:44,-85,376,0,303.63
37aace04-edef-416b-8129-8e653371a6ba,114544,TOWER_91,Houston,4G,iPhone,CALL,2026-06-05 22:43:44,-105,270,0,426.14
9c42b077-b821-4512-b2f7-e3421868bf21,820854,TOWER_104,New York,4G,iPhone,CALL,2026-06-06 16:55:44,-58,185,1,44.59
9b31b41d-7bfb-40ec-9515-47a0422221a0,420195,TOWER_118,Austin,LTE,Motorola,SMS,2026-06-09 11:45:44,-112,381,0,462.65
7240425b-16e9-4d75-837a-46c25568aa73,189292,TOWER_68,Houston,4G,Samsung,SMS,2026-06-09 22:30:44,-118,193,0,31.78
ea1c233f-4552-4b81-a52e-5832579557ac,940881,TOWER_400,Austin,LTE,Motorola,DATA,2026-06-04 07:17:44,-40,457,1,222.23
6e4bd5cd-0600-4540-b629-7a7026eae1c9,191930,TOWER_59,Dallas,5G,Samsung,CALL,2026-06-08 18:45:44,-68,265,0,86.17
b1a18bb9-f7a8-4608-9c07-055bf8fa0fe0,806784,TOWER_486,Houston,LTE,Samsung,SMS,2026-06-09 00:07:44,-105,422,0,71.87
2ae0c034-3c5b-4973-acc6-dc37918294ac,229767,TOWER_55,Atlanta,LTE,iPhone,DATA,2026-06-03 23:22:44,-97,434,0,364.12
b82dc41b-57a0-4043-b573-af6fa18178bf,880318,TOWER_77,New York,5G,Pixel,SMS,2026-06-08 12:38:44,-53,406,0,112.58
c8740c22-7375-4203-8f60-21588af86893,943939,TOWER_213,Austin,LTE,Motorola,CALL,2026-06-07 18:04:44,-71,495,0,174.58
6aa1f345-bd6d-4280-a055-86ddce7a7c61,680224,TOWER_147,Houston,LTE,Motorola,DATA,2026-06-03 00:04:44,-85,395,0,399.68
124745b9-24c9-43e7-9a65-81b73a77250c,256320,TOWER_127,New York,4G,Motorola,SMS,2026-06-07 22:53:44,-57,150,0,249.7
96099217-bcd1-42aa-a9d3-c093cb965abe,977547,TOWER_195,Atlanta,5G,Samsung,DATA,2026-06-07 12:30:44,-64,210,1,359.97
0f10c31f-a98c-4979-9dd1-521a43baf818,738756,TOWER_470,New York,LTE,Motorola,CALL,2026-06-04 23:13:44,-63,277,1,304.79
20e4306a-26d4-40a1-9bf2-415ce2a9f43e,255028,TOWER_411,Houston,5G,Samsung,CALL,2026-06-05 19:57:44,-114,355,1,58.35
da197b0f-1f04-4f5e-93d2-269ead00ce40,594852,TOWER_402,Chicago,LTE,Pixel,SMS,2026-06-05 13:20:44,-50,424,0,283.37
f6a81db3-9e9c-4b90-b180-c5185bc53eea,240823,TOWER_4,Austin,4G,Motorola,SMS,2026-06-08 00:31:44,-78,302,0,162.49
43db7caf-476f-421b-abfe-c446651fde9d,514246,TOWER_121,Dallas,5G,Samsung,SMS,2026-06-08 14:01:44,-67,344,0,160.47
d42927cc-1920-40f7-9d81-f6bc221efcba,182368,TOWER_133,Austin,4G,Motorola,DATA,2026-06-04 22:43:44,-106,306,0,366.84
7bbda084-7d03-45ea-a413-bc9f55851f2f,606178,TOWER_60,Houston,5G,Samsung,CALL,2026-06-05 22:33:44,-128,403,1,231.91
feb88138-964e-4c9f-a50c-cee68a78b5c4,868293,TOWER_341,Atlanta,LTE,Motorola,DATA,2026-06-05 14:15:44,-80,121,0,9.48
bbdec4c7-1dc8-41e6-b458-caa86b18da70,858083,TOWER_304,Dallas,4G,Motorola,CALL,2026-06-08 19:21:44,-122,81,0,361.49
d0ea4b0e-58cf-4aa3-a33b-70ed6024b215,778818,TOWER_259,Atlanta,4G,Pixel,SMS,2026-06-09 17:32:44,-103,99,1,360.32
c769f1d3-cc97-4407-aea1-88d389be5033,379954,TOWER_16,New York,5G,iPhone,DATA,2026-06-03 15:17:44,-101,266,0,478.35
aa5c2cca-5f1b-4032-89fa-a023024c960a,168565,TOWER_348,Chicago,LTE,Motorola,SMS,2026-06-06 12:15:44,-125,108,0,429.22
