event_id,customer_id,cell_tower_id,region,network_type,device_type,event_type,event_timestamp,signal_strength,latency_ms,dropped_call,data_usage_mb
9e6b3480-89eb-44eb-b38a-ec4f3e6a0d1c,671002,TOWER_395,Houston,4G,Samsung,DATA,2026-06-03 10:20:43,-115,397,0,180.52
b6d0f191-e104-48c0-8590-01bf281f98ca,474824,TOWER_312,New York,5G,Motorola,SMS,2026-06-06 05:50:43,-71,34,0,184.16
110c6d94-592d-446f-80f4-4a19c5983eae,658211,TOWER_125,Chicago,LTE,Samsung,SMS,2026-06-05 11:05:43,-87,350,0,396.81
63f5d2d2-8d01-4dcc-a9be-305ced316119,414454,TOWER_219,Dallas,4G,Pixel,SMS,2026-06-06 05:40:43,-108,232,1,20.99
f21cf81e-c031-4d72-a16c-feb8ad3b31d6,194790,TOWER_168,Chicago,LTE,Pixel,SMS,2026-06-08 01:02:43,-43,396,1,421.62
18b2cc9a-7c10-47ec-8f06-b9f919015c38,984062,TOWER_43,New York,5G,Samsung,CALL,2026-06-04 00:35:43,-115,47,1,475.22
1fcd56f8-c68a-4cf2-9814-04f7a4f0773a,957306,TOWER_211,Austin,LTE,Samsung,CALL,2026-06-06 06:44:43,-45,453,0,144.3
0e27217f-2cf3-49d9-9fca-bd8aec88804b,113346,TOWER_208,New York,5G,Samsung,DATA,2026-06-09 02:12:43,-122,477,0,322.59
9ec30ceb-aa3e-4df1-899e-4826ad4bf172,136332,TOWER_147,Atlanta,LTE,Motorola,SMS,2026-06-07 07:46:43,-54,412,0,155.8
2604560a-bc90-4d5e-b32f-958b5527c582,598892,TOWER_89,Chicago,4G,iPhone,SMS,2026-06-09 17:14:43,-49,272,1,297.73
201de2e5-2eea-4d07-8e6a-00ad3bfa0a5d,117733,TOWER_23,New York,LTE,Pixel,DATA,2026-06-07 16:25:43,-93,55,1,400.56
d16fb721-cd1b-44e4-a72d-91747e0cb2a3,578041,TOWER_382,Chicago,5G,iPhone,SMS,2026-06-05 17:06:43,-57,23,0,428.25
7ba25292-15ef-4765-9f9f-8413e846c27e,985117,TOWER_476,New York,LTE,iPhone,SMS,2026-06-03 21:02:43,-108,347,0,17.61
23c0214b-b13f-4d3b-ac9f-62889810b1d2,624132,TOWER_397,Dallas,5G,iPhone,DATA,2026-06-04 22:13:43,-106,367,0,333.37
d2cef416-fbc4-42bf-9769-d4110f1f6135,194584,TOWER_160,Dallas,LTE,Samsung,CALL,2026-06-04 19:27:43,-56,336,0,378.59
d0882a0c-2e1d-49ed-a0fa-65358cbd2223,928531,TOWER_452,Houston,4G,iPhone,SMS,2026-06-03 23:03:43,-50,370,0,51.12
92b4cf6f-cd4a-4215-b87d-2226ae7a8156,856401,TOWER_437,Dallas,4G,iPhone,CALL,2026-06-08 23:46:43,-52,222,0,413.49
c8a184df-4dab-4acb-bd86-3832e87ef44c,440947,TOWER_299,Austin,5G,Motorola,CALL,2026-06-09 09:17:43,-85,206,0,43.34
b58f778e-f570-4387-8ae9-07d22e392abf,704842,TOWER_474,Houston,5G,Motorola,SMS,2026-06-08 02:17:43,-72,127,0,410.36
dac6cc4e-71e4-4911-a98a-a45cd886dd2e,848271,TOWER_239,Chicago,LTE,Motorola,SMS,2026-06-04 16:55:43,-45,149,1,187.08
dddd9a0b-e93d-4f1e-8d48-f0ecdb4fbd09,119031,TOWER_395,Houston,LTE,Pixel,DATA,2026-06-05 18:30:43,-54,441,1,337.38
8e287bfa-2726-4b4e-b714-20899dd7f1e0,946619,TOWER_196,Dallas,4G,iPhone,DATA,2026-06-08 00:32:43,-78,490,0,360.76
c1c479be-5aff-4c0e-bfdb-b83c31969ca0,126950,TOWER_314,Houston,4G,iPhone,SMS,2026-06-06 15:43:43,-53,405,0,370.04
eace9324-edaa-4775-a5aa-acd0ae117ae2,392052,TOWER_454,Austin,LTE,Motorola,DATA,2026-06-08 01:31:43,-92,31,0,448.26
2e6abaf4-21a3-4782-b172-c8987db3d3ee,152931,TOWER_482,Dallas,5G,iPhone,SMS,2026-06-04 13:09:43,-57,38,1,499.9
30a199cd-3f8b-4479-9b4b-0dd982ebcca3,445409,TOWER_445,Austin,LTE,Samsung,SMS,2026-06-04 03:42:43,-128,126,0,381.46
aae080f0-c78d-4e37-9e89-0edb1dc87ca0,213692,TOWER_126,Houston,5G,Pixel,SMS,2026-06-05 03:05:43,-112,273,0,67.33
51991d96-00d2-4f5f-ad6a-fcc2ccf81946,875379,TOWER_455,Austin,4G,Pixel,SMS,2026-06-09 13:16:43,-121,476,0,54.49
24838d92-a9c7-41c6-9638-62f74ea9e3e7,416084,TOWER_144,Chicago,4G,Pixel,CALL,2026-06-05 18:43:43,-91,89,0,391.51
00e3017a-2493-4735-a713-cf6b9fd10b43,933838,TOWER_62,Houston,LTE,iPhone,SMS,2026-06-03 05:39:43,-51,38,0,310.36
8717fede-5a0c-4d44-8e11-707d34312aec,243702,TOWER_311,Chicago,LTE,iPhone,SMS,2026-06-07 18:11:43,-128,241,0,65.31
d8378839-30e8-43a0-aadf-6a153897cd68,392948,TOWER_268,Dallas,LTE,iPhone,DATA,2026-06-07 14:01:43,-57,113,1,234.04
7c1f84d1-7aaa-4245-86b6-4c2b2bdee295,105374,TOWER_93,Chicago,4G,Pixel,CALL,2026-06-09 05:35:43,-43,430,0,71.25
22e72989-cdd9-468c-9c7b-3012aad31e5a,164453,TOWER_285,Chicago,LTE,Samsung,SMS,2026-06-03 04:53:43,-96,225,0,247.92
eb863ca7-3f02-4ed9-ba3d-214df47cad91,951731,TOWER_185,New York,LTE,iPhone,DATA,2026-06-04 08:33:43,-94,409,0,338.53
6a68cac7-61a6-4743-8a1d-28d548698473,211583,TOWER_354,Atlanta,4G,Motorola,DATA,2026-06-03 05:01:43,-112,198,0,240.97
cfe1c83a-b9a1-499b-b501-069e506fc731,669979,TOWER_350,Austin,LTE,Pixel,DATA,2026-06-06 11:59:43,-60,262,1,385.54
21b82ba0-89fa-4323-aa4b-9c18b7233425,331760,TOWER_299,Dallas,LTE,Pixel,DATA,2026-06-04 21:37:43,-57,13,1,18.3
0e833e43-a9c2-4093-890c-bb6808b1c28e,599050,TOWER_444,Chicago,LTE,Pixel,SMS,2026-06-06 14:24:43,-103,462,0,10.57
b2480c2a-a37c-4eec-8bec-f887e32dc00e,584972,TOWER_242,Austin,LTE,Pixel,SMS,2026-06-07 11:17:43,-71,206,0,130.11
a639c198-326d-4458-a959-0208ea00eb1d,587780,TOWER_5,New York,5G,Samsung,DATA,2026-06-03 16:51:43,-59,229,1,471.98
cff0cb65-a514-49da-af7e-07df828d84ed,649750,TOWER_224,Dallas,LTE,Samsung,DATA,2026-06-08 05:23:43,-109,112,1,329.94
44b44145-9a96-4ea9-becd-ccf4cfce5b2d,294167,TOWER_274,Atlanta,5G,Pixel,CALL,2026-06-04 12:09:43,-56,387,1,6.89
ad1020e5-b427-4689-a090-fd0206ec7d2f,232795,TOWER_477,Chicago,4G,Pixel,CALL,2026-06-03 08:46:43,-91,208,0,7.92
954254b0-d6bf-449d-8588-ca1dc6a706f3,388435,TOWER_21,New York,5G,Motorola,DATA,2026-06-08 00:18:43,-54,27,1,426.8
5f046562-b80f-40bd-9eac-496f3b32e64f,909611,TOWER_56,Houston,4G,Pixel,CALL,2026-06-09 16:37:43,-106,382,0,290.53
c19456ed-6dd6-4085-a613-65ba65812af3,693715,TOWER_444,New York,4G,Pixel,DATA,2026-06-08 00:00:43,-124,117,0,410.05
05f1fc60-655f-4073-bc1c-4b807b078229,250174,TOWER_447,Austin,LTE,iPhone,CALL,2026-06-03 05:34:43,-99,154,1,168.08
8ca80c26-95e3-44ee-81c8-fc17d374783a,293998,TOWER_191,Dallas,4G,Motorola,CALL,2026-06-06 13:18:43,-124,162,0,187.02
44a37646-d3c4-42ce-bcac-cd3115830c32,569420,TOWER_386,New York,4G,Samsung,SMS,2026-06-04 01:36:43,-57,397,0,250.08
05ac095b-73db-415a-b6e8-767dd491106d,982139,TOWER_89,Houston,LTE,Samsung,CALL,2026-06-07 10:20:43,-112,198,1,259.32
f1ea08cd-b217-46cf-acdb-c3ac282ba688,451993,TOWER_56,New York,4G,iPhone,SMS,2026-06-07 06:49:43,-95,239,0,439.78
6ab5d324-76d0-40a8-8720-654b49be2e6a,117564,TOWER_279,Austin,4G,Pixel,CALL,2026-06-07 14:26:43,-65,299,0,39.52
db956b1c-67a8-4cd6-87b4-61d06e6f701a,917783,TOWER_323,New York,5G,Motorola,CALL,2026-06-09 13:21:43,-98,478,0,422.42
363dd579-45f8-437f-9970-65e98ae17acf,918097,TOWER_338,Houston,4G,Pixel,CALL,2026-06-08 13:21:43,-77,397,0,154.37
51862843-247b-4083-9dc3-4d6d1af2fd43,935490,TOWER_347,Dallas,4G,Pixel,DATA,2026-06-05 04:26:43,-46,57,0,242.69
45f26c0a-6dab-47b1-8cc2-3600141f8fc8,849064,TOWER_439,Austin,4G,Motorola,DATA,2026-06-06 12:40:43,-79,263,1,354.15
e21378b6-bd23-43eb-bca8-8a5499d8a2ce,688890,TOWER_292,Houston,LTE,Pixel,DATA,2026-06-06 22:16:43,-51,491,0,57.14
15b28f3f-e791-44a5-994e-e22af77c2a9c,123124,TOWER_110,New York,4G,Pixel,DATA,2026-06-05 07:31:43,-60,291,0,94.73
eb60dc70-3035-4186-aefe-5b34f8da91ca,514595,TOWER_455,Atlanta,5G,Motorola,CALL,2026-06-05 02:16:43,-73,122,0,312.26
3d234681-92ec-411a-9bb2-c0c7a4d14fe2,419248,TOWER_370,Dallas,LTE,iPhone,CALL,2026-06-03 09:15:43,-93,304,0,358.66
3980928c-c462-4b26-8ccd-a49c2d2304b5,621893,TOWER_456,Atlanta,LTE,iPhone,DATA,2026-06-04 16:00:43,-118,420,1,346.68
d7ceb6cc-e054-420d-85fb-7457300c1a10,847397,TOWER_418,Houston,LTE,iPhone,CALL,2026-06-03 14:41:43,-120,278,1,335.5
e608e2f7-c81e-416e-bf00-edd8a81388bb,831036,TOWER_143,Houston,4G,Motorola,SMS,2026-06-03 10:11:43,-70,247,0,321.26
659b0482-1ecb-4b5c-896d-a7799ceee82f,878661,TOWER_56,Atlanta,4G,iPhone,SMS,2026-06-03 11:18:43,-81,377,1,494.87
4b72d981-11c9-45a1-bc62-5d2ee673393b,975323,TOWER_457,Atlanta,LTE,iPhone,SMS,2026-06-07 18:40:43,-123,24,0,296.36
511d784a-eb5d-4fc4-8981-cf6cac6aa7f8,768653,TOWER_500,Austin,LTE,Samsung,SMS,2026-06-05 16:27:43,-57,260,0,479.37
dbe1727c-1320-471d-8743-dd2492245af0,809244,TOWER_226,New York,4G,iPhone,CALL,2026-06-08 00:00:43,-42,151,1,312.9
e74bf3f2-95d7-427f-92d1-e00a8b3dbcb7,768259,TOWER_79,Austin,4G,Samsung,CALL,2026-06-08 01:28:43,-79,78,0,444.71
36481872-14a5-4cb1-88a9-aa378bdc076b,287275,TOWER_328,Houston,LTE,Samsung,CALL,2026-06-03 06:27:43,-61,248,0,171.95
a28fabeb-8a62-4d5f-bba3-53e8c31d83fc,234797,TOWER_141,New York,LTE,Motorola,DATA,2026-06-05 17:29:43,-122,23,0,412.59
0c3cf213-9230-4ca0-96c3-3f41e85b9cca,606891,TOWER_426,Austin,LTE,Pixel,CALL,2026-06-04 21:08:43,-111,46,1,305.99
f743a820-762b-4620-98e6-ecb19626cc7f,505710,TOWER_219,New York,5G,Pixel,SMS,2026-06-04 06:29:43,-118,230,0,349.7
d5154d53-b55e-423b-80d1-5bea902a3a97,575810,TOWER_140,Houston,LTE,Samsung,SMS,2026-06-07 12:49:43,-94,59,1,153.26
612fa9b3-c9b2-46c1-8b23-80bc9d6379e7,222499,TOWER_338,New York,5G,Pixel,SMS,2026-06-07 02:25:43,-126,265,0,272.47
9fc6d61e-faaa-42b9-8f4c-6a6180c48245,157112,TOWER_76,New York,5G,Pixel,SMS,2026-06-08 05:14:43,-49,171,0,269.58
1599fa3d-f711-4d9c-825c-4f12e6aff7b3,992556,TOWER_343,Atlanta,4G,Motorola,SMS,2026-06-05 10:29:43,-64,122,0,233.63
4087bdef-8ef8-4313-9153-daee1f8e18c9,873559,TOWER_490,New York,4G,Motorola,SMS,2026-06-07 15:34:43,-76,96,0,337.16
c975a3b4-4d87-4b14-889e-f211c7abbb76,329890,TOWER_116,Austin,LTE,iPhone,DATA,2026-06-06 06:51:43,-119,249,1,118.92
cda30c88-b23e-4070-a7d2-f6909cfc165e,500503,TOWER_391,Austin,LTE,Motorola,CALL,2026-06-09 13:25:43,-83,67,0,312.89
243ccc43-60a6-47ba-a0fa-75ea8bdb227d,768470,TOWER_268,Austin,4G,Motorola,DATA,2026-06-04 12:18:43,-125,243,0,17.96
f8d6ff54-d10a-407e-96e0-2480163f34e8,557527,TOWER_67,New York,5G,Motorola,DATA,2026-06-05 06:55:43,-49,489,1,220.07
c368ce25-81f0-427e-bdb8-fec5e74aaec6,415236,TOWER_257,Dallas,LTE,Motorola,CALL,2026-06-08 00:37:43,-52,284,0,415.33
48ab4fd5-e477-4684-9538-8bb108c1b996,109610,TOWER_2,Houston,4G,Pixel,CALL,2026-06-06 11:19:43,-122,360,0,269.83
6eb1813a-ea35-4d97-871c-5d22c90c71c9,758100,TOWER_12,Austin,5G,Samsung,SMS,2026-06-06 20:15:43,-83,306,0,444.3
d7b9dc5e-f30e-4376-abb0-de86b157e664,923630,TOWER_50,Dallas,4G,Pixel,DATA,2026-06-09 11:01:43,-65,252,0,111.24
5f5ff44e-10e0-4a3c-9ed5-6de926108c94,879913,TOWER_262,Houston,LTE,Pixel,CALL,2026-06-09 10:44:43,-77,236,0,440.48
4d3e8607-2418-486f-90e1-0424e779ac13,417285,TOWER_286,Dallas,LTE,Pixel,DATA,2026-06-04 14:04:43,-102,176,0,421.0
d17c41a1-32bb-4bff-9511-547f1cafd3ef,896931,TOWER_415,Atlanta,LTE,Motorola,CALL,2026-06-07 02:39:43,-73,209,0,430.93
81c18ae6-60a2-4a7f-b283-aba9952a6be6,289012,TOWER_102,Austin,LTE,Motorola,CALL,2026-06-07 15:38:43,-103,442,0,125.34
9e411e02-f617-4275-a312-39bc0f805a46,150668,TOWER_310,Chicago,5G,Pixel,SMS,2026-06-05 13:37:43,-74,466,0,396.66
dc5d5ca8-e8f4-487e-bed9-60befb1f9a83,721079,TOWER_216,Houston,4G,Pixel,SMS,2026-06-03 23:28:43,-94,389,1,167.8
93354d6c-2327-4a07-8eb5-76b925f6561f,248128,TOWER_116,Dallas,LTE,iPhone,SMS,2026-06-09 04:17:43,-47,59,0,15.23
e1ffcbfc-08f5-4b21-84c1-0d5973f53c22,764462,TOWER_262,Austin,5G,Motorola,SMS,2026-06-04 00:11:43,-124,435,0,397.58
3bcc3c5f-31a9-40ee-859e-a5d5be2d1b3d,305645,TOWER_464,Houston,5G,iPhone,DATA,2026-06-05 07:52:43,-106,291,0,421.78
f810c837-aeb7-434c-8bb3-093327c49e1c,846950,TOWER_404,Atlanta,5G,iPhone,SMS,2026-06-08 11:07:43,-70,170,0,35.88
e019a014-90eb-44cd-b1b5-c474122ab42c,902987,TOWER_391,Dallas,5G,Pixel,SMS,2026-06-07 09:53:43,-93,10,0,272.97
c331d0c5-4956-4be4-b24a-ed171b2fe4a3,213291,TOWER_213,Atlanta,4G,Pixel,SMS,2026-06-08 04:56:43,-106,57,1,95.49
8afea815-7eab-4bfd-8386-884deb831c47,491353,TOWER_424,Austin,4G,Motorola,CALL,2026-06-07 02:29:43,-62,294,1,311.69
464d91b0-ee40-44d2-a60f-459d2cf21c86,748471,TOWER_340,Austin,5G,Samsung,SMS,2026-06-05 01:05:43,-42,69,0,490.88
50840de5-feb4-45d7-97fa-eb712ed4bc46,910304,TOWER_277,Austin,5G,Samsung,CALL,2026-06-04 00:17:43,-41,321,1,262.46
f30e958c-24e7-4c1a-bb46-a96d0d6cc383,884724,TOWER_196,New York,4G,Motorola,DATA,2026-06-05 17:55:43,-126,274,0,314.99
7f8e69c3-791f-4a25-92ff-361b510c43a5,404957,TOWER_349,Atlanta,4G,iPhone,DATA,2026-06-09 04:49:43,-66,92,0,178.33
5af8cc80-c4df-4a04-8cd9-5d353797fa4a,271722,TOWER_8,Atlanta,4G,iPhone,CALL,2026-06-04 06:39:43,-100,34,0,261.77
1d6cebd2-25f5-44ed-a1e1-e168eb1a11b8,898142,TOWER_104,Dallas,4G,Pixel,CALL,2026-06-09 09:29:43,-107,224,0,310.93
855c6ff1-cdcd-43e2-b5fe-af2df85741e8,124046,TOWER_117,Atlanta,5G,iPhone,DATA,2026-06-05 22:44:43,-60,424,0,159.62
76606c99-a257-4e32-a32e-21692488cf5d,306547,TOWER_281,Houston,5G,Motorola,CALL,2026-06-08 09:42:43,-115,411,0,31.17
67d6b5d2-9fc8-46ff-bc69-99f9fb6149f7,471110,TOWER_342,New York,4G,Pixel,SMS,2026-06-08 17:52:43,-117,404,0,142.55
f5fc25cb-84b2-4a6b-b513-01bbeb13ceab,623525,TOWER_235,New York,5G,Motorola,CALL,2026-06-05 10:19:43,-100,159,0,277.8
4cd68bb1-e1ef-4c33-8d02-d6341693da59,408473,TOWER_369,Atlanta,LTE,iPhone,CALL,2026-06-05 04:30:43,-123,433,0,74.96
ec6d0932-72bf-41e3-9a34-d8a854ae1783,543366,TOWER_164,Dallas,LTE,Motorola,CALL,2026-06-04 18:40:43,-108,446,0,210.95
611e1743-4e8f-4529-8dac-331e23f04cf3,644416,TOWER_478,Houston,LTE,iPhone,DATA,2026-06-03 21:49:43,-113,311,0,112.29
670eb5a0-b97c-4bf5-829c-6dd47f2bb1eb,604760,TOWER_365,Houston,4G,iPhone,CALL,2026-06-09 00:56:43,-78,333,0,327.77
7e5925da-21cc-4b38-987b-fd745abc7ff2,948471,TOWER_364,Atlanta,LTE,iPhone,CALL,2026-06-02 23:20:43,-64,180,0,266.57
f0869b22-12a1-4388-92e9-963557daa0fc,879964,TOWER_161,New York,4G,Motorola,DATA,2026-06-03 20:42:43,-97,432,0,156.47
3db26999-f21e-4f4b-8a78-56c221036ac2,782054,TOWER_228,Chicago,5G,iPhone,CALL,2026-06-03 12:46:43,-117,281,0,254.68
e71fc683-0f1c-4c42-a4f7-dfcf2e73c56f,152035,TOWER_260,Atlanta,4G,iPhone,CALL,2026-06-07 21:45:43,-69,362,0,18.4
e52fc77d-9051-426f-89ed-e893f779e44a,427104,TOWER_34,Chicago,4G,Pixel,SMS,2026-06-05 20:24:43,-86,232,0,248.07
8c3cea74-9a63-40a5-90b8-0b6ac0917600,477866,TOWER_148,Dallas,LTE,Pixel,DATA,2026-06-08 21:24:43,-53,343,0,366.87
c5a15bb5-29a7-45a2-9fc7-90cf15a012ae,325916,TOWER_362,Houston,5G,Pixel,CALL,2026-06-03 13:06:43,-45,17,0,29.47
b899e055-db47-42d0-8885-f058ce8f478b,820542,TOWER_303,Chicago,4G,Pixel,DATA,2026-06-08 21:02:43,-127,276,0,224.38
52d4d74c-a2c7-4175-9c6f-bab8240037e7,972977,TOWER_499,New York,LTE,Motorola,DATA,2026-06-06 11:56:43,-56,287,0,72.46
d6aa85f0-1b76-47c5-972d-82a9a918ef3e,474211,TOWER_177,Atlanta,5G,Samsung,SMS,2026-06-07 06:46:43,-120,364,0,299.83
357fad75-59e8-452a-8767-5ef56daa2c0a,645857,TOWER_186,Atlanta,LTE,Pixel,CALL,2026-06-07 01:57:43,-63,289,0,321.54
ffb31976-2759-45f1-8206-d62a092e4cd6,907532,TOWER_406,Austin,5G,Motorola,CALL,2026-06-03 10:47:43,-58,375,0,399.49
905de3a8-38ae-42bc-912b-d5601a3c2994,843460,TOWER_310,New York,5G,Pixel,SMS,2026-06-03 16:29:43,-47,376,0,405.93
844d35ed-c070-4147-b5e8-eeb7ca604c2c,456834,TOWER_119,Dallas,LTE,Pixel,SMS,2026-06-03 13:37:43,-127,21,1,186.51
cb4ad6ba-5658-4af1-a38f-4f1902fea7d2,125031,TOWER_51,Dallas,5G,Motorola,DATA,2026-06-04 17:44:43,-67,120,1,461.63
280f1f16-f37a-4a9e-9895-ccff46d02034,495881,TOWER_36,Dallas,5G,iPhone,DATA,2026-06-04 04:40:43,-130,447,0,427.32
